24 HOUR VOLUME COUNT LOCATIONS,NB TOTAL,SB TOTAL,EB TOTAL, WB TOTOAL,TOTAL VOLUME,DATE
"Dean Keeton St E, 1300 blk, at Lafayette Ave",,,3664,6574,10238,1/20/2011 0:00
"Decker Lake Rd, 8600 blk - East of Decker Ln",,,1019,938,1957,6/23/2004 0:00
"Deen Ave, 200 blk - East of N. Lamar Blvd",,,376,409,785,1/28/2008 0:00
"Deepwoods Dr, 4100 blk - East of Waterline Rd",,,194,230,424,9/9/2003 0:00
"Deepwoods Dr, 4200 blk - West of Waterline Rd",,,218,229,447,9/9/2003 0:00
"Deer Ln, 3500 blk - West of Brodie Ln",,,3177,3663,6840,3/28/2005 0:00
"Deer Ln, 3500 blk - West of Brodie Ln",,,1956,2187,4143,2/10/2003 0:00
"Deer Ln, 3500 blk - West of Brodie Ln",,,1597,1705,3302,5/21/2001 0:00
"Deer Ln, 4000 blk - West of Coastal Dr",,,1312,1387,2699,5/21/2001 0:00
"Deer Ln, 4000 blk - West of Coastal Dr",,,5987,6976,12963,3/31/2015 0:00
"Deer Ln, 4100 blk - East of Ampezo Trl",,,1709,1921,3630,2/10/2003 0:00
"Del Curto Rd, 2500 blk - South of Bluebonnet Ln",1395,1369,,,2764,10/8/2002 0:00
"Delano St, 1200 blk - North of Hudson St",497,467,,,964,10/25/2010 0:00
"Dellafield Ln, 7500 blk - South of Prairie Dell",93,121,,,214,5/11/2005 0:00
"Dellafield Ln, 7600 blk - North of Prairie Dell",92,115,,,207,5/11/2005 0:00
"Delmar Ave, 500 blk - East of Duval St",,,187,203,390,2/26/2001 0:00
"Delta Dr, 10600 blk - North of Denton Dr",146,155,,,301,8/4/2003 0:00
"Denali Pkwy, 8000 blk - South of Cloud Mountain Crossing",365,412,,,777,6/23/2003 0:00
"Denson Dr, 200 blk - East of Chesterfield Ave",,,2712,2809,5521,3/23/2010 0:00
"Denson Dr, 200 blk - West of Chesterfield Ave",,,2994,3172,6166,9/10/2007 0:00
"Denson Dr, 300 blk - West of Chesterfield Ave",,,2964,3459,6423,5/20/2004 0:00
"Denson Dr, 600 blk - East of Burns St",,,2443,2601,5044,3/25/2010 0:00
"Denton Dr, 2000 blk - West of Metric Blvd",,,955,976,1931,8/4/2003 0:00
"Dessau Rd, 10200 blk - South of Applegate Dr",12405,12588,,,24993,6/7/2006 0:00
"Dessau Rd, 10400 blk - North of Applegate Dr",11943,12536,,,24479,6/7/2006 0:00
"Dessau Rd, 11000 blk - North of Collinwood Dr",11927,12390,,,24317,6/7/2006 0:00
"Dessau Rd, 11000 blk - South of Braker LN",10538,10743,,,21281,7/15/2003 0:00
"Dessau Rd, 11400 blk - North of Scheider Dr",16035,17663,,,33698,6/6/2006 0:00
"Dessau Rd, 11500 blk - South of Shropshire ",16433,17461,,,33894,6/6/2006 0:00
"Dessau Rd, 11800 blk - North of Shropshire",13930,14811,,,28741,6/6/2006 0:00
"Dessau Rd, 12000 blk - South of Parmer Ln",14056,14946,,,29002,6/6/2006 0:00
"Dessau Rd, 12200 blk - South of Parmer Ln",12134,12708,,,24842,6/16/2004 0:00
"Dessau Rd, 12300 blk - North of Parmer Ln",672,801,,,1473,6/21/2004 0:00
"Dessau Rd, 13100 blk - North of Briargate Dr",589,506,,,1095,6/21/2004 0:00
"Dessau Rd, 13400 blk - South of Howard Ln",770,889,,,1659,6/21/2004 0:00
"Dessau Rd, 9600 blk - South of Childress Dr",12530,13324,,,25854,6/7/2006 0:00
"Dessau Rd, 9800 blk - North of Childress Dr",12100,12770,,,24870,6/7/2006 0:00
"Dessau Rd, 9800 blk - North of Childress Dr",10756,11136,,,21892,7/15/2003 0:00
"Dexter Avenue, 1800 blk - East of Folts Avenue",,,1225,412,1637,9/25/2012 0:00
"Dexter St, 1600 blk - West of Kinney Ave",,,220,235,455,4/10/2002 0:00
"Dionysus Dr, 12900 blk - North of Minerva Dr",94,116,,,210,8/11/2010 0:00
"Dittmar Rd W, 1800 blk, East of Manchaca Rd",,,4204,3878,8082,2/14/2011 0:00
"Dittmar Rd W, 700 blk, East of Latteridge Dr",,,3775,3525,7300,2/14/2011 0:00
"Dittmar Rd West, 1100 blk - West of Palace Pkwy",,,1651,1562,3213,2/18/2003 0:00
"Dittmar Rd West, 1500 blk - East of Manchaca Rd",,,2233,2086,4319,2/18/2003 0:00
"Dittmar Rd West, 600 blk - West of South 1st St",,,2386,2168,4554,2/18/2003 0:00
"Dixie Dr, 7300 blk - South of Rhett Place",320,402,,,722,10/28/2010 0:00
"D-K Ranch Rd, 11600 blk - West of Danwood Dr",,,366,386,752,11/19/2003 0:00
"Dolphin Dr, 3300 blk - North of Valleyridge Dr",105,159,,,264,9/17/2009 0:00
"Dolphine Dr, 3300 blk - North of Valley Ridge Dr",105,129,,,234,9/18/2013 0:00
"Dolphine Dr, 3300 blk - North of Valleyridge Dr",105,129,,,234,9/18/2013 0:00
"Donley Dr, 2100 blk - West of Metric Blvd",,,469,519,988,8/4/2003 0:00
"Doonesbury Dr, 1200 blk - West of Doonesbury Cove",,,111,133,244,3/18/2003 0:00
"Dorchester Ln, 6300 blk - South of Brunswick Dr",639,398,,,1037,3/26/2001 0:00
"Doris Dr, 2100 blk - East of Hathaway Dr",,,361,350,711,7/8/2009 0:00
"Dorsett Rd, 11900 blk - West of Ladrido Ln",,,1202,1443,2645,3/5/2013 0:00
"Dorsett Rd, 12000 blk - West of Wycliff Ln",,,444,532,976,5/16/2013 0:00
"Dorsett Rd, 12100 blk - South of Brown Bark",439,355,,,794,9/26/2012 0:00
"Dove Springs Rd, 4600 blk - West of Wing Feather Dr",,,1517,1100,2617,5/28/2008 0:00
"Driftwood Dr, 5700 blk - West of Brownwood Ct",,,1194,1361,2555,4/7/2005 0:00
"Driskill, 600 blk - West of Rainey St",,,1060,1512,2572,2/4/2010 0:00
"Dry Creek Dr, 3900 blk - West of Marquesa Dr",,,489,1022,1511,10/8/2013 0:00
"Dry Creek Dr, 3900 blk - West of Marquesa Dr",,,489,1022,1511,10/8/2013 0:00
"Dry Creek, 3900 blk - West of Westmont Dr",,,588,1139,1727,1/25/2007 0:00
"Dunlap St, 200 blk - West of Wadford St",,,139,129,268,5/8/2008 0:00
"Durwood, 2500 blk - South of W. Oltorf St",471,505,,,976,12/4/2007 0:00
"Duval Rd, 3400 blk - East of Amherst Dr",,,12016,13142,25158,8/31/2005 0:00
"Duval Rd, 4100 blk - At the Railroad Tracks",,,9008,9184,18192,11/3/2009 0:00
"Duval Rd, 4100 blk - West of Aspendale Dr",,,10100,9729,19829,8/31/2005 0:00
"Duval Rd, 4600 blk - East of Blackhawk Dr",,,8918,8802,17720,8/31/2005 0:00
"Duval Rd, 4700 blk - West of Big Trail Dr",,,7943,7596,15539,10/16/2002 0:00
"Duval Rd, 5200 blk - West of Angus St",,,9086,8030,17116,4/7/2004 0:00
"Duval Rd, 5500 blk - West of US183",,,5701,6353,12054,10/5/2005 0:00
"Duval Rd, 5600 blk - East of Jollyville Rd",,,5361,5506,10867,10/5/2005 0:00
"Duval St, 3100 blk - North of E. 31st St",3194,2748,,,5942,10/8/2008 0:00
"Duval St, 3200 blk - North of E. 32nd St",2725,2962,,,5687,4/29/2009 0:00
"Duval St, 3200 blk - North of E. 32nd St",3223,2994,,,6217,5/8/2007 0:00
"Duval St, 3200 blk - North of E. 32nd St",3360,3119,,,6479,9/17/2002 0:00
"Duval St, 3200 blk, North of East 32nd St",1263,2152,,,3415,8/10/2011 0:00
"Duval St, 4800 blk - @ East 48th St",2442,2881,,,5323,4/5/2007 0:00
"Duval St, 5200 blk - North of E. 52nd St ",1325,1275,,,2600,11/11/2011 0:00
"Duval St, 5200 blk - North of East 52nd St",1285,1329,,,2614,9/26/2011 0:00
"Duval St, 5200 blk, North of East 52nd St",970,838,,,1808,2/10/2011 0:00
"Duval St, 5800 blk - North of Koenig Ln (RM 2222)",98,112,,,210,3/11/2010 0:00
"Duval St, 5800 blk - North of Koenig Ln (RM 2222)",,54,52,,106,9/10/2007 0:00
"Duval St, 7300 blk - South of Blackson Dr",625,688,,,1313,2/26/2001 0:00
"Duval Street, 4200 blk - South of Park Blvd",2445,2546,,,4991,9/24/2012 0:00
"E M Franklin Ave, 2100 blk - South of Pershing Dr",841,1154,,,1995,10/7/2013 0:00
"E M Franklin, 2200 blk - South of Pershing",608,1364,,,1972,3/21/2013 0:00
"E. M. Franklin Ave, 2100 blk - South of Manor Rd",507,665,,,1172,3/3/2010 0:00
"E. M. Franklin Ave, 2100 blk - South of Manor Rd",512,495,,,1007,6/15/2004 0:00
"E. M. Franklin, 2100 blk - South of Pershing",841,1154,,,1995,10/7/2013 0:00
"East Ave, 30 blk - South of Cummings St",384,104,,,488,2/4/2010 0:00
"East Ave, North of River St",N/A,902,,,902,2/4/2010 0:00
"East Crest Dr, 7500 blk - North of W. Crestland Dr",287,224,,,511,2/26/2001 0:00
"East Dr, 8900 blk - North of Capitol Dr",120,91,,,211,3/5/2014 0:00
"East Side Dr, 1600 blk - South of Monroe St",335,257,,,592,5/16/2001 0:00
"East Side Dr, 1900 Blk - North of Lockhart Dr",1086,736,,,1822,4/11/2001 0:00
"East Side Dr, 2200 blk - South of Wickford Circle",1373,1834,,,3207,4/11/2001 0:00
"East Side Dr, 2500 blk - South of Friar Tuck Ln",908,705,,,1613,11/6/2008 0:00
"Eberhart Ln, 400 blk - East of South Meadows",,,1772,1616,3388,10/1/2007 0:00
"Eberhart Ln, 500 blk - West of South Meadows",,,1511,1525,3036,11/5/2008 0:00
"Edgefield Dr, 6800 blk - South of Edgefield Court",198,314,,,512,8/23/2004 0:00
"Edgewood Ave, 1100 blk - East of IH35",,,175,234,409,3/29/2004 0:00
"El Paso St, 400 blk - East of La Mesa Dr",,,246,237,483,10/1/2007 0:00
"Eleanor St, 1200 blk - North of Hudson St",293,279,,,572,10/25/2010 0:00
"Elizabeth St W, 200 blk - West of Eva St",,,908,758,1666,10/2/2007 0:00
"Elizabeth St W, 500 blk - East of South 1st St",,,775,973,1748,10/27/2004 0:00
"Elizabeth St W, 600 blk - West of South 1st St",,,363,459,822,10/27/2004 0:00
"Elliot St West, 200 blk - West of Guadalupe St",,,247,312,559,3/5/2014 0:00
"Ellise Ave, 2500 blk - West of Daugherty St",,,53,53,106,1/23/2003 0:00
"Elmira Rd, 1800 blk - South of Martin Luther King Jr. Blvd",102,98,,,200,9/22/2003 0:00
"Elmsgrove Blvd, 4400 blk - East of Stone Gate Dr",,,29,44,73,9/23/2013 0:00
"Elmsgrove Dr, 4400 blk - East of Stone Gate Dr",,,29,44,73,9/23/2013 0:00
"Elton St, 2000 blk - North of Griswold Ln",124,94,,,218,4/25/2007 0:00
"Elysian Fields, 2000 blk - East of Bourbon St",,,140,145,285,7/6/2010 0:00
"Ember Glen Dr, 10200 blk - West of Boulder Ln",,,939,736,1675,5/14/2002 0:00
"Emerald Forest Dr, 5800 blk - North of Cherry Loop",2957,2451,,,5408,9/17/2007 0:00
"Emerald Forest Dr, 6000 blk - South of Sahara Ave",2677,2500,,,5177,4/22/2008 0:00
"Enchanted Forest Dr, 12500 blk - East of Dorsett Rd",,,79,48,127,3/26/2012 0:00
"Enfield Rd West, 1100 blk - West of Lamar Blvd North",,,2329,1782,4111,3/23/2009 0:00
"Enfield Rd West, 1400 blk - East of Marshall Ln",,,15128,13785,28913,4/26/2001 0:00
"Enfield Rd West, 2200 blk - East of Kent Ln",,,4919,4809,9728,9/25/2001 0:00
"Enfield Rd West, 3200 blk - West of Dillman St",,,3663,3194,6857,9/25/2001 0:00
"Enfield Rd West, 3700 blk - West of Rockmoor Ave",,,2932,3220,6152,9/25/2001 0:00
"Enfield Rd, 3300 blk - At Pecos St",,,2908,3011,5919,11/12/2013 0:00
"Ennis Trail, 16000 blk - South of Morgan Hill Trail",242,274,,,516,7/7/2008 0:00
"Ennis Trail, 16000 blk - South of Morgan Hill Trail",228,280,,,508,7/26/2006 0:00
"Equestrian Trl, 2100 blk - West of Caballero Cv",,,133,160,293,7/6/2010 0:00
"Equestrian Trl, 2400 blk - West of Capadocia Cv",,,116,132,248,7/6/2010 0:00
"Escabosa Dr, 8700 blk - South of Minot Cir",117,110,,,227,12/3/2007 0:00
"Escarpment Blvd, 10300 blk - South of Slaughter Ln",4734,4919,,,9653,7/14/2004 0:00
"Escarpment Blvd, 10500 blk - South of Dedham Ln",3959,3870,,,7829,7/14/2004 0:00
"Escarpment Blvd, 10900 blk - South of Redmond Rd  (South)",2809,2799,,,5608,7/14/2004 0:00
"Escarpment Blvd, 11500 blk - South of Aden Ln",269,343,,,612,7/14/2004 0:00
"Escarpment Blvd, 7300 blk - South of Ridge Oak Rd",6703,5480,,,12183,8/21/2006 0:00
"Escarpment Blvd, 9600 blk - North of Slaughter Ln",3995,4055,,,8050,8/22/2006 0:00
"Eskew Dr, 3600 blk - West of Woodcroft Dr",,,2119,1797,3916,10/15/2002 0:00
"Eskew Dr, 3700 blk- East of Croftwood Dr",,,2082,1850,3932,4/21/2004 0:00
"Eskew Dr, 3800 blk - West of Wykeham Dr",,,1685,1734,3419,10/15/2002 0:00
"Eskew Dr, 4000 blk - West of Treehouse Ln",,,1177,1316,2493,9/16/2013 0:00
"Eskew Dr, 4000 blk - West of Treehouse Ln",,,1177,1316,2493,9/16/2013 0:00
"Esplanade St, 12700 blk - South of Scofield Ln",141,77,,,218,1/16/2008 0:00
"Esplanade St, 12900 blk - South of Burgandy Cove",102,94,,,196,1/16/2008 0:00
"Ethridge Ave, 1400 blk - East of Jarrat Ave",,,354,154,508,11/27/2007 0:00
"Ethridge Ave, 1400 blk - West of Harris Blvd",,,445,172,617,4/12/2004 0:00
"Ethridge Ave, 1500 blk - East of Harris Blvd",,,145,76,221,4/12/2004 0:00
"Eubank Dr, 11600 blk - North of North Bend Dr",419,471,,,890,3/19/2003 0:00
"Eubank Dr, 11800 blk - East of Silbury Dr",,,222,170,392,3/19/2003 0:00
"Euclid Ave, 2200 blk - North of Fletcher St",244,121,,,365,11/6/2008 0:00
"Euclid Ave, 2500 blk - South of Forrest Ave",159,183,,,342,12/4/2007 0:00
"Evans Ave, 5200 blk - South of E. 53rd St",138,135,,,273,10/19/2011 0:00
"Evans Ave, 5200 blk - South of E. 53rd St",141,106,,,247,2/10/2011 0:00
"Evening Primrose Path, 9200 blk - West of Topridge Dr",,,105,142,247,12/17/2002 0:00
"Exchange Dr, 8000 blk - North of Cross Park Dr",3157,2251,,,5408,12/16/2003 0:00
"Exchange Dr, 8000 blk - South of Profit Centre Dr",3219,1690,,,4909,3/21/2011 0:00
"Exchange Dr, 8000 blk - South of Tuscany Way",2549,1666,,,4215,12/16/2003 0:00
"Exchange Dr, 8100 blk - South of Cross Park Dr",766,886,,,1652,12/16/2003 0:00
"Exchange Dr, 8200 blk - South of Forbes Dr",826,1142,,,1968,12/16/2003 0:00
"Exposition Blvd, 1700 blk - North of Bridle Path",5017,4909,,,9926,9/29/2008 0:00
"Expostion Blvd, 2100 blk - South of Windsor Road",4950,4885,,,9835,9/29/2008 0:00
"Expostion Blvd, 2600 blk - South of Westover",4667,5103,,,9770,9/29/2008 0:00
"Expostion Blvd, 3100 blk - South of Carlton Road",3618,3826,,,7444,9/29/2008 0:00
"Expostion Blvd, 800 blk - North of West 8th St",5734,4521,,,10255,9/29/2008 0:00
"Expostion Blvd, 800 blk - South of West 10th St",5112,3750,,,8862,6/23/2008 0:00
"Fair Oaks Dr, 1800 blk - East of Manchaca Rd",,,257,250,507,9/18/2013 0:00
"Fair Oaks Dr, 1800 blk - East of Manchaca Rd",,,257,250,507,9/18/2013 0:00
"Fair Oaks Dr, 1800 blk - West of Kings Hwy",,,263,260,523,2/12/2008 0:00
"Fairfield Dr, 1100 blk - West of Bradford Dr",,,1141,1123,2264,5/17/2010 0:00
"Fairfield Dr, 1100 blk - West of New Hampshire Dr",,,1497,1322,2819,1/12/2004 0:00
"Fairfield Dr, 1200 blk - West of Maine Dr",,,1548,1451,2999,9/12/2007 0:00
"Fairfield Dr, 1400 blk - East of Redfield Ln",,,1517,1348,2865,5/17/2010 0:00
"Fairfield Dr, 1400 blk - West of Remington Ln",,,2572,2384,4956,5/17/2010 0:00
"Fairfield Dr, 1500 blk - West of US 183 WSR",,,417,895,1312,11/18/2010 0:00
"Fairfield Dr, 1500 blk - West of US 183 WSR",,,550,1027,1577,4/10/2014 0:00
"Fairfield Dr, 800 blk - East of Bridgeport Dr",,,1586,1432,3018,8/13/2003 0:00
"Fairfield Dr, 900 blk - East of Bridgeport Dr",,,1534,1553,3087,5/17/2010 0:00
"Fairfield Dr, 900 blk - East of Bridgeport Dr",,,1729,1685,3414,2/21/2012 0:00
"Fairfield Dr, 900 blk - West of Bridgeport Dr",,,1518,1331,2849,8/13/2003 0:00
"Fairmont Ave, 1100 blk - East of Kenwood Ave",,,285,303,588,4/11/2001 0:00
"Fairview Dr, 4900 blk - North of W Highland Terrace          1-way SB",n/a,582,,,582,8/21/2001 0:00
"Fairview Dr, 5000 blk - South of Hancock Dr                     1-way SB",n/a,776,,,776,8/21/2001 0:00
"Fairway Hill Dr, 9000 blk - South of Balcones Club Dr",41,53,,,94,1/7/2003 0:00
"Fall Meadow Ln, 8400 blk - North of Doyal Ln ",515,518,,,1033,3/6/2012 0:00
"Far Hills Dr, 4100 blk - North of Mesa Dr",120,123,,,243,9/13/2010 0:00
"Far West Blvd, 3400 blk - @ Austin Center Blvd",,,13778,13529,27307,12/12/2011 0:00
"Far West Blvd, 3400 blk - East of Wood Hollow Dr",,,15931,14591,30522,9/5/2001 0:00
"Far West Blvd, 3700 blk - West of Hart Ln",,,7266,6621,13887,9/4/2001 0:00
"Far West Blvd, 3900 blk - @ Northledge Dr ",,,5008,4916,9924,9/13/2011 0:00
"Far West Blvd, 4000 blk - East of Mesa Dr",,,5577,5608,11185,4/7/2005 0:00
"Far West Blvd, 4100 blk - West of Mesa Dr",,,2929,2527,5456,4/19/2005 0:00
"Far West Blvd, 4200 blk - 4200 blk - West of West Rim",,,2499,2186,4685,10/18/2013 0:00
"Far West Blvd, 4200 blk - West of West Rim",,,2499,2186,4685,10/8/2013 0:00
"Far West Blvd, 4300 blk - West of North Hills Trail",,,2351,2303,4654,4/19/2005 0:00
"Far West Blvd, 4400 blk - East of Marbry's Ridge Cir",,,2106,2151,4257,10/8/2013 0:00
"Far West Blvd, 4400 blk - East of Marbrys Ridge Cove",,,2106,2151,4257,10/8/2013 0:00
"Far West Blvd, 4800 blk - West of Santolina Cove",,,1888,2003,3891,4/7/2005 0:00
"Farmhaven Rd, 11400 blk - West of Harris Branch Pkwy",,,431,242,673,3/4/2003 0:00
"Farmhaven Rd, 11500 blk - East of Harris Branch Pkwy",,,859,853,1712,9/25/2002 0:00
"Farmhaven Rd, 11600 blk - East of Lansdowne Rd",,,345,316,661,9/25/2002 0:00
"Felix Avenue, 6100 blk - East of Community",,,324,353,677,9/25/2012 0:00
"Fernwood Rd, 1200 blk - East of Elwood Rd",,,353,225,578,10/6/2008 0:00
"Finley Dr, 4500 blk - North of W. 45th St",223,190,,,413,4/5/2001 0:00
"Finley Dr, 4800 blk - South of W. 49th St",405,289,,,694,4/5/2001 0:00
"Finley Dr, 4900 blk - North of W. 49th 1/2 St",326,313,,,639,4/5/2001 0:00
"Fireoak Dr, 7300 blk - South of Charred Oak Dr",1061,976,,,2037,8/27/2007 0:00
"Fireoak Dr, 7500 blk - North of Rain Creek Pkwy",1079,1086,,,2165,2/21/2006 0:00
"Fireoak Dr, 7500 blk - South of Rain Creek Pkwy",1052,1184,,,2236,2/15/2006 0:00
"Fireoak Dr, 7600 blk - East of Yaupon Dr",,,807,935,1742,10/27/2003 0:00
"Fletcher Hall Ln, 11600 blk - East of Staked Plains Loop (north)",,,122,132,254,9/12/2005 0:00
"Floradale Dr, 1000 blk - East of Bluff Bend Dr",,,148,157,305,3/29/2010 0:00
"Flournoy Dr, 400 blk - East of Cedardale Dr",,,659,763,1422,11/5/2008 0:00
"Flournoy Dr, 500 blk - East of Glennhollow Path",,,756,784,1540,10/1/2007 0:00
"FM 1825, 15100 blk - South of Barbergale Dr",11782,11204,,,22986,1/12/2009 0:00
"FM 1825, 15400 blk - North of Demaret St",11449,10720,,,22169,1/12/2009 0:00
"FM 969 (E MLK Blvd), 7400 blk - West of Sendero Hills Pkwy",,,13756,13774,27530,10/27/2014 0:00
"Foal Lane, 1600 blk - West of Metric Blvd",,,193,154,347,5/4/2005 0:00
"Fontana Dr, 3000 blk - South of Wilson St",175,245,,,420,2/25/2008 0:00
"Forest Wood Rd, 7900 blk - South of Reno Dr",444,466,,,910,7/21/2009 0:00
"Fort Clark Dr, 5000 blk - North of Ft Drum Dr",419,303,,,722,4/22/2013 0:00
"Fort Clark Dr, 5000 blk - North off Fort Drum Dr",419,303,,,722,4/22/2013 0:00
"Fort McGruder, 200 blk - East of Wilson St",,,267,167,434,4/1/2008 0:00
"Foster Ln, 3200 blk - West of Shoal Creek Blvd",,,1103,1106,2209,2/21/2012 0:00
"Foster Ranch Rd, 5800 blk - North of Southwest Pkwy",1312,1188,,,2500,4/21/2003 0:00
"Fountainbleu Dr (north), 10700 blk - East of Spicewood Club Dr",,,62,60,122,11/25/2002 0:00
"Four Iron Dr, 11600 blk - North of Spicewood Springs Rd",5004,2121,,,7125,1/6/2003 0:00
"Four Iron Dr, 11600 blk - North of Spicewood Springs Rd",5034,2320,,,7354,8/27/2002 0:00
"Four Iron Dr, 11700 blk - North of Rustic Rock Dr",3597,2554,,,6151,5/11/2005 0:00
"Four Iron Dr, 11700 blk - North of Rustic Rock Dr",4662,2632,,,7294,3/9/2004 0:00
"Four Iron Dr, 11700 blk - North of Rustic Rock Dr",4789,1899,,,6688,1/6/2003 0:00
"Four Iron Dr, 8600 blk - South of Balcones Club Dr",5221,2119,,,7340,6/19/2003 0:00
"Frate Barker Rd, 1800 blk - West of Jim Thorpe",,,2108,2053,4161,11/7/2006 0:00
"Freidrich Ln, 4400 blk - South of E St. Elmo Rd",7531,10167,,,17698,8/13/2001 0:00
"Freidrich Ln, 4500 blk - North of Sponberg Dr",3764,5973,,,9737,11/8/2006 0:00
"Freidrich Ln, 4800 blk - South of Sponberg Dr",3295,5347,,,8642,11/8/2006 0:00
"Freidrich Ln, 4900 blk - North of Teri Rd",5845,8451,,,14296,8/13/2001 0:00
"French Place, 2700 blk - North of Manor Rd",75,198,,,273,3/29/2004 0:00
"French Place, 3200 blk - South of Edgewood Ave",73,102,,,175,3/29/2004 0:00
"Fresco Dr N, 5000 blk - South of Hancock Dr",49,47,,,96,4/9/2001 0:00
"Friar Tuck Ln, 2500 blk - South of East Side Dr",54,61,,,115,11/6/2008 0:00
"Frontier Trail, 4500 blk - West of Rim Rock",,,568,285,853,10/3/2012 0:00
"Frontier Trail, 4600 blk - South of Nevada Path",420,473,,,893,10/15/2012 0:00
"Frontier Valley Dr,  1400 blk - North of Apartment Drwy",972,1026,,,1998,3/26/2012 0:00
"Fruth St, 2800 blk - North of Gudalupe St",1232,640,,,1872,2/12/2003 0:00
"Gaines Mill Ln, 7300 blk - West of Manchaca Rd",,,546,604,1150,9/10/2002 0:00
"Gaines Mill Ln, 7500 blk - North of Trede Dr",344,376,,,720,9/9/2002 0:00
"Gaines Mill Ln, 7700 blk - South of Gaines Mill Cove",330,339,,,669,9/9/2002 0:00
"Galewood Dr, 9000 blk - North of Payton Gin Rd",1354,1346,,,2700,9/27/2004 0:00
"Garden Villa Ln, 3300 blk - North of Cardinal Ln",775,1065,,,1840,9/1/2004 0:00
"Garden Villa Ln, 3400 blk - South of Cardinal Ln",1522,1562,,,3084,9/1/2004 0:00
"Garden Villa Ln, 3700 blk - South of South Center St",1291,1822,,,3113,11/6/2008 0:00
"Gardner Rd, 1000 blk - North of Mayhall Dr",894,1127,,,2021,2/17/2004 0:00
"Garner Ave, 1100 blk - South of Dexter St",349,286,,,635,4/8/2002 0:00
"Garner Ave, 1900 blk - North of Treadwell St",332,260,,,592,4/8/2002 0:00
"Garrett Run E., 100 blk - West of Derringer Trl",,,321,528,849,4/13/2010 0:00
"Garrett Run W., 200 blk - North of Bell Star Ct",518,313,,,831,4/13/2010 0:00
"Gaston Ave, 1000 blk - East of Claire Ave",,,397,518,915,2/20/2008 0:00
"Gaston Ave, 1100 blk - West of Claire Ave",,,245,180,425,11/27/2007 0:00
"Gaston Ave, 1600 blk - East of Jefferson St",,,210,197,407,5/7/2007 0:00
"Gaston Place, 2100 blk - West of North Hampton Pl",,,3155,3690,6845,4/24/2001 0:00
"Gate Way, 11900 blk - North of Duval Rd",131,158,,,289,10/16/2002 0:00
"Gatling Gun Ln, 11800 blk - North of Yandall Dr",,,678,560,1238,12/6/2004 0:00
"Gatling Gun Ln, 11900 blk -  South of Yandall Dr",,,919,782,1701,12/6/2004 0:00
"Gatling Gun Ln, 12100 blk - East of Brodie Ln",,,937,689,1626,2/17/2004 0:00
"Gault St, 7700 blk - South of Stobaugh St",202,273,,,475,11/13/2007 0:00
"Geneva Dr, 7200 blk - North of Bucknell Dr",970,527,,,1497,3/31/2014 0:00
"Georgian Dr, 8100 blk - South of E. Lola Dr",3974,3623,,,7597,6/6/2001 0:00
"Georgian Dr, 8200 blk - North of White Oaks Dr",3541,2804,,,6345,2/13/2013 0:00
"Georgian Dr, 8200 blk - North of White Oaks Dr",3541,2804,,,6345,2/13/2013 0:00
